USPS,GEOID,NAME,INTPTLAT,INTPTLONG
AR,5071,Johnson County,35.573359,-93.466322
AR,5073,Lafayette County,33.240629,-93.611514
AR,5075,Lawrence County,36.041098,-91.101153
AR,5077,Lee County,34.779858,-90.779345
AR,5079,Lincoln County,33.957675,-91.727626
AR,5081,Little River County,33.699497,-94.229774
AR,5083,Logan County,35.218654,-93.72091
AR,5085,Lonoke County,34.755114,-91.894132
AR,5087,Madison County,36.012545,-93.724053
AR,5089,Marion County,36.266664,-92.678577
AR,5091,Miller County,33.305505,-93.901502
AR,5093,Mississippi County,35.766944,-90.052207
AR,5095,Monroe County,34.679512,-91.20331
AR,5097,Montgomery County,34.545581,-93.663329
AR,5099,Nevada County,33.666699,-93.305072
AR,5101,Newton County,35.910742,-93.215899
AR,5103,Ouachita County,33.591168,-92.878413
AR,5105,Perry County,34.946363,-92.926877
AR,5107,Phillips County,34.423687,-90.855593
AR,5109,Pike County,34.158191,-93.658659
AR,5111,Poinsett County,35.56887,-90.681104
AR,5113,Polk County,34.490915,-94.230884
AR,5115,Pope County,35.456557,-93.026818
AR,5117,Prairie County,34.831116,-91.55362
AR,5119,Pulaski County,34.770311,-92.312996
AR,5121,Randolph County,36.341298,-91.028441
AR,5123,St. Francis County,35.014026,-90.742138
AR,5125,Saline County,34.648525,-92.674463
AR,5127,Scott County,34.858869,-94.063641
AR,5129,Searcy County,35.896387,-92.695888
AR,5131,Sebastian County,35.196981,-94.274989
AR,5133,Sevier County,33.994877,-94.243279
AR,5135,Sharp County,36.173399,-91.471069
AR,5137,Stone County,35.857017,-92.140508
AR,5139,Union County,33.168219,-92.598145
AR,5141,Van Buren County,35.582953,-92.515976
AR,5143,Washington County,35.971209,-94.218417
AR,5145,White County,35.255118,-91.753034
AR,5147,Woodruff County,35.192777,-91.244535
AR,5149,Yell County,34.997713,-93.408303
CA,6001,Alameda County,37.647139,-121.912488
CA,6003,Alpine County,38.621783,-119.798352
CA,6005,Amador County,38.44355,-120.653856
CA,6007,Butte County,39.665959,-121.601919
CA,6009,Calaveras County,38.1839,-120.561441
CA,6011,Colusa County,39.177739,-122.237563
CA,6013,Contra Costa County,37.919479,-121.951543
CA,6015,Del Norte County,41.763958,-124.003614
CA,6017,El Dorado County,38.785532,-120.534398
CA,6019,Fresno County,36.761006,-119.655019
CA,6021,Glenn County,39.602546,-122.4017
CA,6023,Humboldt County,40.706655,-123.926176
CA,6025,Imperial County,33.040814,-115.3554
CA,6027,Inyo County,36.561977,-117.403927
CA,6029,Kern County,35.346629,-118.729506
CA,6031,Kings County,36.072478,-119.81553
CA,6033,Lake County,39.094802,-122.746757
CA,6035,Lassen County,40.721086,-120.629952
CA,6037,Los Angeles County,34.196398,-118.261862
CA,6039,Madera County,37.209821,-119.749802
CA,6041,Marin County,38.051817,-122.745974
CA,6043,Mariposa County,37.57003,-119.912861
CA,6045,Mendocino County,39.432388,-123.442881
CA,6047,Merced County,37.194806,-120.722802
CA,6049,Modoc County,41.592918,-120.71837
CA,6051,Mono County,37.915836,-118.875167
CA,6053,Monterey County,36.240107,-121.315572
CA,6055,Napa County,38.5071,-122.325904
CA,6057,Nevada County,39.297508,-120.771343
CA,6059,Orange County,33.675687,-117.777207
CA,6061,Placer County,39.062032,-120.722718
CA,6063,Plumas County,39.992295,-120.824371
CA,6065,Riverside County,33.729828,-116.002239
CA,6067,Sacramento County,38.450016,-121.340441
CA,6069,San Benito County,36.610702,-121.085296
CA,6071,San Bernardino County,34.85722,-116.181197
CA,6073,San Diego County,33.023604,-116.776117
CA,6075,San Francisco County,37.727239,-123.032229
CA,6077,San Joaquin County,37.934982,-121.272244
CA,6079,San Luis Obispo County,35.385224,-120.447544
CA,6081,San Mateo County,37.414672,-122.371546
CA,6083,Santa Barbara County,34.537057,-120.039973
CA,6085,Santa Clara County,37.220777,-121.690622
CA,6087,Santa Cruz County,37.012488,-122.007205
CA,6089,Shasta County,40.760514,-122.043556
CA,6091,Sierra County,39.576925,-120.521993
CA,6093,Siskiyou County,41.587986,-122.533287
CA,6095,Solano County,38.267226,-121.939594
CA,6097,Sonoma County,38.525182,-122.92611
CA,6099,Stanislaus County,37.562316,-121.002831
CA,6101,Sutter County,39.03619,-121.70394
CA,6103,Tehama County,40.126157,-122.232274
CA,6105,Trinity County,40.647803,-123.114476
CA,6107,Tulare County,36.228834,-118.781055
CA,6109,Tuolumne County,38.021434,-119.964733
CA,6111,Ventura County,34.358741,-119.133143
CA,6113,Yolo County,38.679595,-121.902441
CA,6115,Yuba County,39.266247,-121.340781
CO,8001,Adams County,39.874325,-104.331872
CO,8003,Alamosa County,37.568442,-105.788041
CO,8005,Arapahoe County,39.644554,-104.331706
CO,8007,Archuleta County,37.202395,-107.050863
CO,8009,Baca County,37.306693,-102.537758
CO,8011,Bent County,37.931891,-103.077584
CO,8013,Boulder County,40.09497,-105.397691
CO,8014,Broomfield County,39.95321,-105.051995
CO,8015,Chaffee County,38.738223,-106.316683
CO,8017,Cheyenne County,38.835386,-102.604585
CO,8019,Clear Creek County,39.669732,-105.69257
CO,8021,Conejos County,37.213406,-106.176447
CO,8023,Costilla County,37.277547,-105.42894
CO,8025,Crowley County,38.30618,-103.772736
CO,8027,Custer County,38.101994,-105.373515
CO,8029,Delta County,38.861756,-107.864757
CO,8031,Denver County,39.76185,-104.881105
CO,8033,Dolores County,37.747602,-108.530383
CO,8035,Douglas County,39.325414,-104.925987
CO,8037,Eagle County,39.626992,-106.695169
CO,8039,Elbert County,39.310582,-104.117729
CO,8041,El Paso County,38.827383,-104.527472
CO,8043,Fremont County,38.45517,-105.424958
CO,8045,Garfield County,39.599352,-107.90978
CO,8047,Gilpin County,39.861156,-105.528878
CO,8049,Grand County,40.123205,-106.095935
CO,8051,Gunnison County,38.67264,-107.066506
CO,8053,Hinsdale County,37.821165,-107.338261
CO,8055,Huerfano County,37.687815,-104.959928
CO,8057,Jackson County,40.663432,-106.329248
CO,8059,Jefferson County,39.579511,-105.245462
CO,8061,Kiowa County,38.387663,-102.756849
CO,8063,Kit Carson County,39.30534,-102.603023
CO,8065,Lake County,39.205341,-106.350079
CO,8067,La Plata County,37.287367,-107.839718
CO,8069,Larimer County,40.658093,-105.486764
CO,8071,Las Animas County,37.318831,-104.04411
CO,8073,Lincoln County,38.99374,-103.507555
CO,8075,Logan County,40.728091,-103.090464
CO,8077,Mesa County,39.019421,-108.461893
CO,8079,Mineral County,37.549067,-107.003236
CO,8081,Moffat County,40.616358,-108.211099
CO,8083,Montezuma County,37.338025,-108.595786
CO,8085,Montrose County,38.407507,-108.266282
CO,8087,Morgan County,40.263167,-103.812278
CO,8089,Otero County,37.88417,-103.72126
CO,8091,Ouray County,38.154731,-107.78848
CO,8093,Park County,39.118914,-105.717648
CO,8095,Phillips County,40.594712,-102.345105
CO,8097,Pitkin County,39.217332,-106.915783
CO,8099,Prowers County,37.958181,-102.392161
CO,8101,Pueblo County,38.170658,-104.489892
CO,8103,Rio Blanco County,39.972622,-108.200716
CO,8105,Rio Grande County,37.485853,-106.453128
CO,8107,Routt County,40.483664,-106.987702
CO,8109,Saguache County,38.031651,-106.234666
CO,8111,San Juan County,37.781074,-107.670257
CO,8113,San Miguel County,38.009374,-108.427326
CO,8115,Sedgwick County,40.871568,-102.355358
CO,8117,Summit County,39.621023,-106.137555
CO,8119,Teller County,38.870023,-105.187339
CO,8121,Washington County,39.96579,-103.209744
CO,8123,Weld County,40.555961,-104.383666
CO,8125,Yuma County,40.000631,-102.422649
CT,9001,Fairfield County,41.227413,-73.367061
CT,9003,Hartford County,41.806053,-72.732916
CT,9005,Litchfield County,41.791883,-73.235404
CT,9007,Middlesex County,41.433003,-72.52278
CT,9009,New Haven County,41.349717,-72.900204
CT,9011,New London County,41.472652,-72.108634
CT,9013,Tolland County,41.858081,-72.340978
CT,9015,Windham County,41.824999,-71.990702
DE,10001,Kent County,39.097088,-75.502982
DE,10003,New Castle County,39.575915,-75.644132
DE,10005,Sussex County,38.673227,-75.337024
DC,11001,District of Columbia,38.904103,-77.017229
FL,12001,Alachua County,29.67574,-82.357221
FL,12003,Baker County,30.324442,-82.302284
FL,12005,Bay County,30.238263,-85.63151
FL,12007,Bradford County,29.952386,-82.166599
FL,12009,Brevard County,28.298304,-80.700331
FL,12011,Broward County,26.193535,-80.476683
FL,12013,Calhoun County,30.388801,-85.197915
FL,12015,Charlotte County,26.868933,-81.941077
FL,12017,Citrus County,28.84364,-82.52481
FL,12019,Clay County,29.986584,-81.865036
FL,12021,Collier County,26.118786,-81.400955
FL,12023,Columbia County,30.221333,-82.623168
FL,12027,DeSoto County,27.190581,-81.806253
FL,12029,Dixie County,29.580899,-83.195666
FL,12031,Duval County,30.335245,-81.648113
FL,12033,Escambia County,30.611638,-87.3389
FL,12035,Flagler County,29.474912,-81.286305
FL,12037,Franklin County,29.810176,-84.799174
FL,12039,Gadsden County,30.578687,-84.612607
FL,12041,Gilchrist County,29.723456,-82.795801
FL,12043,Glades County,26.95481,-81.19082
FL,12045,Gulf County,29.907257,-85.256537
FL,12047,Hamilton County,30.491226,-82.951069
FL,12049,Hardee County,27.492846,-81.82158
FL,12051,Hendry County,26.539967,-81.152114
FL,12053,Hernando County,28.573043,-82.466227
FL,12055,Highlands County,27.342627,-81.340921
FL,12057,Hillsborough County,27.906607,-82.349719
FL,12059,Holmes County,30.866222,-85.812959
FL,12061,Indian River County,27.700528,-80.574789
FL,12063,Jackson County,30.789249,-85.208814
FL,12065,Jefferson County,30.424558,-83.890859
FL,12067,Lafayette County,29.990066,-83.17851
FL,12069,Lake County,28.764113,-81.712282
FL,12071,Lee County,26.559035,-81.891994
FL,12073,Leon County,30.45931,-84.2778
FL,12075,Levy County,29.284457,-82.783462
FL,12077,Liberty County,30.259849,-84.86858
FL,12079,Madison County,30.447233,-83.470416
FL,12081,Manatee County,27.481682,-82.368767
FL,12083,Marion County,29.202805,-82.0431
FL,12085,Martin County,27.083604,-80.398201
FL,12086,Miami-Dade County,25.61058,-80.499137
FL,12087,Monroe County,24.535414,-82.00692
FL,12089,Nassau County,30.605926,-81.764929
FL,12091,Okaloosa County,30.665851,-86.594187
FL,12093,Okeechobee County,27.385592,-80.887388
FL,12095,Orange County,28.514435,-81.323295
FL,12097,Osceola County,28.059027,-81.139312
FL,12099,Palm Beach County,26.649124,-80.448374
FL,12101,Pasco County,28.307465,-82.464584
FL,12103,Pinellas County,27.903122,-82.739518
FL,12105,Polk County,27.953115,-81.692783
FL,12107,Putnam County,29.606006,-81.740894
FL,12109,St. Johns County,29.890644,-81.383948
FL,12111,St. Lucie County,27.379812,-80.443537
FL,12113,Santa Rosa County,30.701838,-87.012762
FL,12115,Sarasota County,27.184386,-82.365835
FL,12117,Seminole County,28.690092,-81.131989
FL,12119,Sumter County,28.71431,-82.074703
FL,12121,Suwannee County,30.189244,-82.992754
FL,12123,Taylor County,30.009908,-83.609483
FL,12125,Union County,30.05428,-82.366918
FL,12127,Volusia County,29.057769,-81.161792
FL,12129,Wakulla County,30.140358,-84.375112
FL,12131,Walton County,30.631211,-86.176614
FL,12133,Washington County,30.602217,-85.662797
GA,13001,Appling County,31.739712,-82.290103
GA,13003,Atkinson County,31.296806,-82.878151
GA,13005,Bacon County,31.55021,-82.451433
GA,13007,Baker County,31.31958,-84.454881
GA,13009,Baldwin County,33.05949,-83.255457
GA,13011,Banks County,34.351922,-83.498441
GA,13013,Barrow County,33.992009,-83.712303
GA,13015,Bartow County,34.240917,-84.838188
GA,13017,Ben Hill County,31.740775,-83.14719
GA,13019,Berrien County,31.288652,-83.22787
GA,13021,Bibb County,32.808845,-83.694194
GA,13023,Bleckley County,32.435403,-83.331717
GA,13025,Brantley County,31.197334,-81.982978
GA,13027,Brooks County,30.822934,-83.581905
GA,13029,Bryan County,32.017969,-81.438543
GA,13031,Bulloch County,32.391711,-81.744021
GA,13033,Burke County,33.060181,-82.000164
GA,13035,Butts County,33.290355,-83.958221
GA,13037,Calhoun County,31.521279,-84.62629
GA,13039,Camden County,30.913347,-81.642001
GA,13043,Candler County,32.40395,-82.071266
GA,13045,Carroll County,33.582237,-85.080527
GA,13047,Catoosa County,34.900218,-85.139386
GA,13049,Charlton County,30.779904,-82.139644
GA,13051,Chatham County,31.98041,-81.085196
GA,13053,Chattahoochee County,32.347445,-84.788021
GA,13055,Chattooga County,34.474178,-85.345289
GA,13057,Cherokee County,34.244317,-84.475057
GA,13059,Clarke County,33.952185,-83.367152
GA,13061,Clay County,31.619831,-84.992583
GA,13063,Clayton County,33.542686,-84.355573
GA,13065,Clinch County,30.917653,-82.702614
GA,13067,Cobb County,33.93994,-84.574166
GA,13069,Coffee County,31.549245,-82.844938
GA,13071,Colquitt County,31.189707,-83.769773
GA,13073,Columbia County,33.547631,-82.252296
GA,13075,Cook County,31.152516,-83.429445
GA,13077,Coweta County,33.352897,-84.762138
GA,13079,Crawford County,32.709428,-83.979187
GA,13081,Crisp County,31.915149,-83.753531
GA,13083,Dade County,34.852424,-85.506201
GA,13085,Dawson County,34.442842,-84.173284
GA,13087,Decatur County,30.880655,-84.584144
GA,13089,DeKalb County,33.770661,-84.226343
GA,13091,Dodge County,32.164349,-83.167866
GA,13093,Dooly County,32.151995,-83.807167
GA,13095,Dougherty County,31.532588,-84.20904
GA,13097,Douglas County,33.701242,-84.767314
GA,13099,Early County,31.324191,-84.906723
GA,13101,Echols County,30.7085,-82.836132
GA,13103,Effingham County,32.361711,-81.343337
GA,13105,Elbert County,34.116455,-82.841834
GA,13107,Emanuel County,32.5911,-82.299763
GA,13109,Evans County,32.153083,-81.890153
GA,13111,Fannin County,34.866543,-84.317331
GA,13113,Fayette County,33.412717,-84.493941
GA,13115,Floyd County,34.263692,-85.213685
GA,13117,Forsyth County,34.225143,-84.127435
GA,13119,Franklin County,34.375081,-83.228064
GA,13121,Fulton County,33.790034,-84.468182
GA,13123,Gilmer County,34.690506,-84.454624
GA,13125,Glascock County,33.227491,-82.606913
GA,13127,Glynn County,31.21271,-81.49645
GA,13129,Gordon County,34.509667,-84.873862
GA,13131,Grady County,30.875903,-84.245008
GA,13133,Greene County,33.57674,-83.166613
GA,13135,Gwinnett County,33.959146,-84.023087
GA,13137,Habersham County,34.634392,-83.525875
GA,13139,Hall County,34.317569,-83.8185
GA,13141,Hancock County,33.26922,-83.000465
GA,13143,Haralson County,33.795165,-85.220063
GA,13145,Harris County,32.731549,-84.912432
GA,13147,Hart County,34.348733,-82.96329
GA,13149,Heard County,33.291347,-85.137886
GA,13151,Henry County,33.452947,-84.154021
GA,13153,Houston County,32.458381,-83.662856
GA,13155,Irwin County,31.604306,-83.277037
GA,13157,Jackson County,34.130881,-83.562566
GA,13159,Jasper County,33.318169,-83.690142
GA,13161,Jeff Davis County,31.811615,-82.636825
GA,13163,Jefferson County,33.058176,-82.420004
GA,13165,Jenkins County,32.794563,-81.971524
GA,13167,Johnson County,32.694584,-82.66397
GA,13169,Jones County,33.020226,-83.562339
GA,13171,Lamar County,33.07446,-84.146721
GA,13173,Lanier County,31.038197,-83.063164
GA,13175,Laurens County,32.39322,-82.926317
GA,13177,Lee County,31.818419,-84.146681
GA,13179,Liberty County,31.807458,-81.457871
GA,13181,Lincoln County,33.792151,-82.448299
GA,13183,Long County,31.749563,-81.74287
GA,13185,Lowndes County,30.833145,-83.268995
GA,13187,Lumpkin County,34.56814,-83.998925
GA,13189,McDuffie County,33.479623,-82.478733
GA,13191,McIntosh County,31.488592,-81.37246
GA,13193,Macon County,32.362686,-84.051231
GA,13195,Madison County,34.128526,-83.203737
GA,13197,Marion County,32.359532,-84.529567
GA,13199,Meriwether County,33.029267,-84.667058
GA,13201,Miller County,31.162931,-84.730398
GA,13205,Mitchell County,31.228997,-84.192038
GA,13207,Monroe County,33.017435,-83.922938
GA,13209,Montgomery County,32.172108,-82.533349
GA,13211,Morgan County,33.593474,-83.491049
GA,13213,Murray County,34.797097,-84.73799
GA,13215,Muscogee County,32.510197,-84.874946
GA,13217,Newton County,33.544041,-83.855184
GA,13219,Oconee County,33.834125,-83.437728
GA,13221,Oglethorpe County,33.866806,-83.074081
GA,13223,Paulding County,33.921026,-84.867162
GA,13225,Peach County,32.571324,-83.831978
GA,13227,Pickens County,34.456804,-84.490333
GA,13229,Pierce County,31.353988,-82.210427
GA,13231,Pike County,33.090768,-84.386627
GA,13233,Polk County,33.996015,-85.188338
GA,13235,Pulaski County,32.238803,-83.481845
GA,13237,Putnam County,33.32106,-83.37179
GA,13239,Quitman County,31.862948,-85.004801
GA,13241,Rabun County,34.883949,-83.404859
GA,13243,Randolph County,31.762651,-84.752311
GA,13245,Richmond County,33.361487,-82.074998
GA,13247,Rockdale County,33.652081,-84.02637
GA,13249,Schley County,32.263444,-84.322708
GA,13251,Screven County,32.744751,-81.617585
GA,13253,Seminole County,30.933894,-84.867592
GA,13255,Spalding County,33.262389,-84.286067
GA,13257,Stephens County,34.552914,-83.290216
GA,13259,Stewart County,32.073225,-84.834912
GA,13261,Sumter County,32.042197,-84.204257
GA,13263,Talbot County,32.704603,-84.530029
GA,13265,Taliaferro County,33.559319,-82.875272
GA,13267,Tattnall County,32.043768,-82.059208
GA,13269,Taylor County,32.554667,-84.251426
GA,13271,Telfair County,31.913639,-82.931062
GA,13273,Terrell County,31.777191,-84.439446
GA,13275,Thomas County,30.86462,-83.919812
GA,13277,Tift County,31.457003,-83.525931
GA,13279,Toombs County,32.117812,-82.330626
GA,13281,Towns County,34.902529,-83.732264
GA,13283,Treutlen County,32.409586,-82.570882
GA,13285,Troup County,33.034482,-85.02836
GA,13287,Turner County,31.7248,-83.620319
GA,13289,Twiggs County,32.665847,-83.425879
GA,13291,Union County,34.833333,-83.989257
GA,13293,Upson County,32.881837,-84.292283
GA,13295,Walker County,34.735802,-85.305456
GA,13297,Walton County,33.783887,-83.731829
GA,13299,Ware County,31.050881,-82.421507
GA,13301,Warren County,33.419169,-82.688012
GA,13303,Washington County,32.971843,-82.798112
GA,13305,Wayne County,31.547845,-81.912376
GA,13307,Webster County,32.046691,-84.553828
GA,13309,Wheeler County,32.105258,-82.733849
GA,13311,White County,34.643776,-83.743417
GA,13313,Whitfield County,34.801726,-84.968541
GA,13315,Wilcox County,31.962717,-83.438262
GA,13317,Wilkes County,33.779031,-82.747921
GA,13319,Wilkinson County,32.804266,-83.175512
GA,13321,Worth County,31.551773,-83.84996
HI,15001,Hawaii County,19.597764,-155.502443
HI,15003,Honolulu County,21.461365,-158.201974
HI,15005,Kalawao County,21.218764,-156.97401
HI,15007,Kauai County,22.012038,-159.705965
HI,15009,Maui County,20.855931,-156.60155
ID,16001,Ada County,43.451477,-116.244376
ID,16003,Adams County,44.877004,-116.461624
ID,16005,Bannock County,42.692921,-112.228982
ID,16007,Bear Lake County,42.285892,-111.327517
ID,16009,Benewah County,47.218451,-116.633541
ID,16011,Bingham County,43.216357,-112.399206
ID,16013,Blaine County,43.394192,-113.955371
ID,16015,Boise County,43.987275,-115.71511
ID,16017,Bonner County,48.324628,-116.627452
ID,16019,Bonneville County,43.395171,-111.621878
ID,16021,Boundary County,48.773133,-116.524673
ID,16023,Butte County,43.685101,-113.177631
ID,16025,Camas County,43.502733,-114.772066
ID,16027,Canyon County,43.623051,-116.708527
ID,16029,Caribou County,42.786072,-111.544273
ID,16031,Cassia County,42.282313,-113.626328
ID,16033,Clark County,44.290218,-112.354613
ID,16035,Clearwater County,46.67257,-115.6535
ID,16037,Custer County,44.273351,-114.252267
ID,16039,Elmore County,43.394698,-115.471205
ID,16041,Franklin County,42.173609,-111.822965
ID,16043,Fremont County,44.218091,-111.484429
ID,16045,Gem County,44.061473,-116.398784
ID,16047,Gooding County,42.973185,-114.82142
ID,16049,Idaho County,45.849644,-115.467337
ID,16051,Jefferson County,43.796965,-112.318588
ID,16053,Jerome County,42.691395,-114.262086
ID,16055,Kootenai County,47.677113,-116.694918
ID,16057,Latah County,46.81892,-116.730974
ID,16059,Lemhi County,44.928506,-113.887042
ID,16061,Lewis County,46.236328,-116.42376
ID,16063,Lincoln County,42.986181,-114.153899
ID,16065,Madison County,43.788614,-111.656993
ID,16067,Minidoka County,42.857211,-113.63984
ID,16069,Nez Perce County,46.333791,-116.760909
ID,16071,Oneida County,42.183895,-112.520449
ID,16073,Owyhee County,42.572851,-116.18969
ID,16075,Payette County,44.00243,-116.750238
ID,16077,Power County,42.694126,-112.844407
ID,16079,Shoshone County,47.347694,-115.885092
ID,16081,Teton County,43.760994,-111.211765
ID,16083,Twin Falls County,42.352309,-114.665639
ID,16085,Valley County,44.85596,-115.618061
ID,16087,Washington County,44.448223,-116.797792
IL,17001,Adams County,39.986052,-91.194961
IL,17003,Alexander County,37.183658,-89.349516
IL,17005,Bond County,38.885924,-89.436592
IL,17007,Boone County,42.318983,-88.824295
IL,17009,Brown County,39.962069,-90.750309
IL,17011,Bureau County,41.401304,-89.528377
IL,17013,Calhoun County,39.164262,-90.666295
IL,17015,Carroll County,42.0709,-89.924189
IL,17017,Cass County,39.969202,-90.245704
IL,17019,Champaign County,40.13898,-88.196996
IL,17021,Christian County,39.545524,-89.279593
IL,17023,Clark County,39.332364,-87.791687
IL,17025,Clay County,38.746832,-88.482344
IL,17027,Clinton County,38.606295,-89.426228
IL,17029,Coles County,39.51368,-88.220782
IL,17031,Cook County,41.894294,-87.645455
IL,17033,Crawford County,39.002769,-87.760621
IL,17035,Cumberland County,39.273121,-88.240619
IL,17037,DeKalb County,41.894612,-88.768991
IL,17039,De Witt County,40.181499,-88.901853
IL,17041,Douglas County,39.766078,-88.222866
IL,17043,DuPage County,41.852058,-88.086038
IL,17045,Edgar County,39.679037,-87.74711
IL,17047,Edwards County,38.417095,-88.047941
IL,17049,Effingham County,39.047945,-88.592849
IL,17051,Fayette County,39.001125,-89.017923
IL,17053,Ford County,40.596539,-88.224588
IL,17055,Franklin County,37.991848,-88.926246
IL,17057,Fulton County,40.46524,-90.202269
IL,17059,Gallatin County,37.768677,-88.227964
IL,17061,Greene County,39.355444,-90.387757
IL,17063,Grundy County,41.29241,-88.401054
IL,17065,Hamilton County,38.085226,-88.539005
IL,17067,Hancock County,40.405792,-91.167987
IL,17069,Hardin County,37.517852,-88.266148
IL,17071,Henderson County,40.814471,-90.941246
IL,17073,Henry County,41.350021,-90.130838
IL,17075,Iroquois County,40.748867,-87.833601
IL,17077,Jackson County,37.786096,-89.381212
IL,17079,Jasper County,39.004874,-88.150763
IL,17081,Jefferson County,38.30078,-88.92421
IL,17083,Jersey County,39.080192,-90.361365
IL,17085,Jo Daviess County,42.362391,-90.21147
IL,17087,Johnson County,37.460709,-88.882131
IL,17089,Kane County,41.939594,-88.42804
IL,17091,Kankakee County,41.13951,-87.861117
IL,17093,Kendall County,41.58814,-88.430626
IL,17095,Knox County,40.930941,-90.213761
IL,17097,Lake County,42.326441,-87.435976
IL,17099,LaSalle County,41.343341,-88.885931
IL,17101,Lawrence County,38.718954,-87.730221
IL,17103,Lee County,41.747442,-89.299351
IL,17105,Livingston County,40.894376,-88.552852
IL,17107,Logan County,40.129122,-89.365307
IL,17109,McDonough County,40.455808,-90.678954
IL,17111,McHenry County,42.324298,-88.452245
IL,17113,McLean County,40.494559,-88.844539
IL,17115,Macon County,39.860237,-88.961529
IL,17117,Macoupin County,39.2659,-89.926344
IL,17119,Madison County,38.827082,-89.900195
IL,17121,Marion County,38.648106,-88.920488
IL,17123,Marshall County,41.031119,-89.342371
IL,17125,Mason County,40.236993,-89.913575
IL,17127,Massac County,37.216119,-88.705658
IL,17129,Menard County,40.022569,-89.794133
IL,17131,Mercer County,41.204791,-90.741433
IL,17133,Monroe County,38.277983,-90.179078
IL,17135,Montgomery County,39.228093,-89.478004
IL,17137,Morgan County,39.7183,-90.202543
IL,17139,Moultrie County,39.636896,-88.625726
IL,17141,Ogle County,42.041884,-89.320176
IL,17143,Peoria County,40.785995,-89.767106
IL,17145,Perry County,38.084381,-89.368525
IL,17147,Piatt County,40.009056,-88.592328
IL,17149,Pike County,39.625106,-90.889034
IL,17151,Pope County,37.417169,-88.542374
IL,17153,Pulaski County,37.215615,-89.127755
IL,17155,Putnam County,41.198961,-89.298347
IL,17157,Randolph County,38.056515,-89.82121
IL,17159,Richland County,38.711552,-88.085698
IL,17161,Rock Island County,41.468404,-90.572203
IL,17163,St. Clair County,38.470198,-89.928546
IL,17165,Saline County,37.751508,-88.545024
IL,17167,Sangamon County,39.757258,-89.662032
IL,17169,Schuyler County,40.156905,-90.613464
IL,17171,Scott County,39.637002,-90.477771
IL,17173,Shelby County,39.384926,-88.798862
IL,17175,Stark County,41.096908,-89.797411
IL,17177,Stephenson County,42.349726,-89.665994
IL,17179,Tazewell County,40.508074,-89.51626
IL,17181,Union County,37.485644,-89.244638
IL,17183,Vermilion County,40.186754,-87.726778
IL,17185,Wabash County,38.445821,-87.839167
IL,17187,Warren County,40.850441,-90.620223
IL,17189,Washington County,38.35314,-89.417187
IL,17191,Wayne County,38.431857,-88.43243
IL,17193,White County,38.087372,-88.178585
IL,17195,Whiteside County,41.750571,-89.910957
IL,17197,Will County,41.448474,-87.978456
IL,17199,Williamson County,37.730353,-88.930018
IL,17201,Winnebago County,42.337396,-89.161205
IL,17203,Woodford County,40.789789,-89.210607
IN,18001,Adams County,40.745733,-84.93613
IN,18003,Allen County,41.091855,-85.07223
IN,18005,Bartholomew County,39.205843,-85.897999
IN,18007,Benton County,40.600983,-87.31479
IN,18009,Blackford County,40.472672,-85.32373
IN,18011,Boone County,40.050892,-86.469014
IN,18013,Brown County,39.192864,-86.239728
IN,18015,Carroll County,40.58498,-86.565141
IN,18017,Cass County,40.753799,-86.355168
IN,18019,Clark County,38.476217,-85.711122
IN,18021,Clay County,39.393951,-87.115837
IN,18023,Clinton County,40.305944,-86.477567
IN,18025,Crawford County,38.289433,-86.440871
IN,18027,Daviess County,38.696089,-87.076944
IN,18029,Dearborn County,39.14832,-84.973498
IN,18031,Decatur County,39.30598,-85.499831
IN,18033,DeKalb County,41.401189,-85.000185
IN,18035,Delaware County,40.227543,-85.399262
IN,18037,Dubois County,38.373344,-86.873385
IN,18039,Elkhart County,41.600693,-85.863986
IN,18041,Fayette County,39.639655,-85.185031
IN,18043,Floyd County,38.317936,-85.911474
IN,18045,Fountain County,40.121237,-87.234872
IN,18047,Franklin County,39.409762,-85.066964
IN,18049,Fulton County,41.050384,-86.265006
IN,18051,Gibson County,38.317398,-87.580523
IN,18053,Grant County,40.515758,-85.654946
IN,18055,Greene County,39.047147,-87.004771
IN,18057,Hamilton County,40.05365,-86.021726
IN,18059,Hancock County,39.82253,-85.773162
IN,18061,Harrison County,38.18644,-86.103681
IN,18063,Hendricks County,39.768963,-86.509908
IN,18065,Henry County,39.929591,-85.397363
IN,18067,Howard County,40.483537,-86.114118
IN,18069,Huntington County,40.826394,-85.478597
IN,18071,Jackson County,38.911957,-86.042516
IN,18073,Jasper County,41.017688,-87.118814
IN,18075,Jay County,40.434972,-85.00338
IN,18077,Jefferson County,38.783604,-85.44009
IN,18079,Jennings County,38.996229,-85.628103
IN,18081,Johnson County,39.495986,-86.0946
IN,18083,Knox County,38.688391,-87.420354
IN,18085,Kosciusko County,41.244293,-85.861575
IN,18087,LaGrange County,41.642468,-85.426302
IN,18089,Lake County,41.472247,-87.374337
IN,18091,LaPorte County,41.549013,-86.744739
IN,18093,Lawrence County,38.839815,-86.48782
IN,18095,Madison County,40.166203,-85.722454
IN,18097,Marion County,39.782976,-86.135794
IN,18099,Marshall County,41.325003,-86.269036
IN,18101,Martin County,38.705322,-86.801847
IN,18103,Miami County,40.772881,-86.044258
IN,18105,Monroe County,39.160729,-86.52331
IN,18107,Montgomery County,40.040296,-86.892715
IN,18109,Morgan County,39.482646,-86.447457
